CustomerID,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,amount,Internal,recency,frequency,recency_log,frequency_log,amount_log
12415.0,540267,22078,RIBBON REEL LACE DESIGN ,77374,2011-01-06 11:12:00,2.9370868347338934,Australia,124914.53,No,24,21,3.1780538303479458,3.044522437723423,11.735385022413956
12433.0,536532,84692,BOX OF 24 COCKTAIL PARASOLS,11071,2010-12-01 13:24:00,2.1927380952380955,Norway,13375.87,No,1,7,0.0,1.9459101490553132,9.501207616377732
12437.0,540972,22236,CAKE STAND 3 TIER MAGIC GARDEN,2922,2011-01-12 14:13:00,4.0125628140703515,France,4951.41,No,2,18,0.6931471805599453,2.8903717578961645,8.507427663485958
12471.0,538174,21210,SET OF 72 RETROSPOT PAPER  DOILIES,8200,2010-12-10 09:35:00,4.303311546840959,Germany,19788.65,No,2,30,0.6931471805599453,3.4011973816621555,9.892863819998931
12474.0,541125,21936,RED RETROSPOT PICNIC BAG,4833,2011-01-14 10:06:00,2.8621800947867295,Germany,7324.09,No,17,18,2.833213344056216,2.8903717578961645,8.898924194085913
12476.0,538644,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2408,2010-12-13 14:39:00,4.831030042918456,Germany,6816.42,No,16,11,2.772588722239781,2.3978952727983707,8.827089686329044
12540.0,538525,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6685,2010-12-13 09:39:00,3.847050209205021,Spain,13400.24,No,20,17,2.995732273553991,2.833213344056216,9.503027896226374
12569.0,548654,21232,STRAWBERRY CERAMIC TRINKET BOX,1801,2011-04-01 13:47:00,5.434574468085106,Germany,4124.69,No,2,32,0.6931471805599453,3.4657359027997265,8.324746144429612
12583.0,536370,22728,ALARM CLOCK BAKELIKE PINK,5060,2010-12-01 08:45:00,3.103603238866397,France,7281.38,No,3,15,1.0986122886681098,2.70805020110221,8.893075683665982
12621.0,537894,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,7440,2010-12-09 10:16:00,2.8922912205567455,Germany,13689.67,No,2,20,0.6931471805599453,2.995732273553991,9.524396812805692
12678.0,539688,C2,CARRIAGE,10923,2010-12-21 11:00:00,6.554666666666667,France,17628.46,No,42,12,3.7376696182833684,2.4849066497880004,9.777269920470516
12681.0,537463,22961,JAM MAKING SET PRINTED,7536,2010-12-07 10:08:00,3.1529153605015674,France,13787.54,No,15,22,2.70805020110221,3.091042453358316,9.531520564736153
12682.0,536974,15056BL,EDWARDIAN PARASOL BLACK,5555,2010-12-03 13:59:00,3.7565076335877863,France,12279.82,No,4,31,1.3862943611198906,3.4339872044851463,9.415712543613248
12683.0,537897,POST,POSTAGE,4987,2010-12-09 10:37:00,2.719156976744186,France,8476.57,No,4,15,1.3862943611198906,2.70805020110221,9.045061165829315
12709.0,537673,21429,RED GINGHAM ROSE JEWELLERY BOX,3912,2010-12-08 09:49:00,3.3341062801932364,Germany,9706.52,No,15,15,2.70805020110221,2.70805020110221,9.180553103638248
12720.0,537212,20712,JUMBO BAG WOODLAND ANIMALS,4672,2010-12-05 15:21:00,2.701581920903955,Germany,5781.73,No,3,25,1.0986122886681098,3.2188758248682006,8.66245822484121
12731.0,538196,POST,POSTAGE,8437,2010-12-10 10:56:00,3.346167883211679,France,18895.91,No,24,12,3.1780538303479458,2.4849066497880004,9.846700775513016
12748.0,536521,22854,CREAM SWEETHEART EGG HOLDER,25287,2010-12-01 12:48:00,2.671874433363554,United Kingdom,33053.19,Yes,1,209,0.0,5.342334251964811,10.405873361045636
12757.0,553017,85014B,RED RETROSPOT UMBRELLA,2395,2011-05-12 19:01:00,12.080054945054947,Portugal,7834.650000000001,No,16,13,2.772588722239781,2.5649493574615367,8.966311482445805
12839.0,537648,21557,SET OF 6 FUNKY BEAKERS,3807,2010-12-07 15:48:00,1.9202229299363058,United Kingdom,5591.42,Yes,3,14,1.0986122886681098,2.6390573296152584,8.628988558934969
12841.0,536859,22745,POPPY'S PLAYHOUSE BEDROOM ,2720,2010-12-03 10:43:00,2.4166425120772947,United Kingdom,3991.58,Yes,5,25,1.6094379124341003,3.2188758248682006,8.291942421475508
12901.0,546443,21791,VINTAGE HEADS AND TAILS CARD GAME ,23075,2011-03-14 10:41:00,1.4663793103448275,United Kingdom,17654.54,Yes,9,28,2.1972245773362196,3.332204510175204,9.778748253081108
12921.0,536561,22318,FIVE HEART HANGING DECORATION,9526,2010-12-01 15:06:00,2.3401944444444447,United Kingdom,16587.09,Yes,9,37,2.1972245773362196,3.6109179126442243,9.716379960927297
12931.0,539332,22197,SMALL POPCORN HOLDER,28004,2010-12-17 09:45:00,1.7017073170731707,United Kingdom,42055.96,Yes,22,15,3.091042453358316,2.70805020110221,10.64675639138603
12971.0,536806,21803,CHRISTMAS TREE STAR DECORATION,9289,2010-12-02 16:42:00,2.310327868852459,United Kingdom,11189.91,Yes,4,86,1.3862943611198906,4.454347296253507,9.322767758378184
12989.0,538306,48138,DOORMAT UNION FLAG,2943,2010-12-10 13:24:00,3.1915625,United Kingdom,6924.110000000001,Yes,3,15,1.0986122886681098,2.70805020110221,8.84276480294056
13001.0,541285,21156,RETROSPOT CHILDRENS APRON,5490,2011-01-17 12:45:00,2.4128783382789316,United Kingdom,9785.970000000001,Yes,4,13,1.3862943611198906,2.5649493574615367,9.188705006240445
