CustomerID,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,amount,Internal,recency,frequency,recency_log,frequency_log,amount_log
12354.0,550911,23201,JUMBO BAG ALPHABET,530,2011-04-21 13:11:00,4.5037931034482765,Spain,1079.4,No,232,1,5.44673737166631,0.0,6.984160610184542
12357.0,574740,22064,PINK DOUGHNUT TRINKET POT ,2708,2011-11-06 16:07:00,3.3486259541984733,Switzerland,6207.67,No,33,1,3.4965075614664802,0.0,8.733540903233665
12363.0,549687,20685,DOORMAT RED RETROSPOT,408,2011-04-11 13:29:00,2.3117391304347827,Unspecified,552.0,No,110,2,4.700480365792417,0.6931471805599453,6.313548046277095
12365.0,544574,22128,PARTY CONES CANDY ASSORTED,174,2011-02-21 13:51:00,17.150454545454547,Cyprus,641.38,No,291,2,5.673323267171493,0.6931471805599453,6.463622104983058
12371.0,570521,22915,ASSORTED BOTTLE TOP  MAGNETS ,591,2011-10-11 10:43:00,3.8742857142857146,Switzerland,1887.96,No,45,2,3.8066624897703196,0.6931471805599453,7.543252160040332
12372.0,544157,22659,LUNCH BOX I LOVE LONDON,794,2011-02-16 12:46:00,3.001346153846154,Denmark,1298.04,No,72,3,4.276666119016055,1.0986122886681098,7.168610713430199
12377.0,539488,22837,HOT WATER BOTTLE BABUSHKA LARGE,944,2010-12-20 09:37:00,2.718831168831169,Switzerland,1628.12,No,315,2,5.752572638825633,0.6931471805599453,7.395181253919741
12378.0,562046,22747,POPPY'S PLAYHOUSE BATHROOM,2529,2011-08-02 10:34:00,2.9974429223744297,Switzerland,4008.62,No,130,1,4.867534450455582,0.0,8.296202321420104
12379.0,557789,20750,RED RETROSPOT MINI CASES,407,2011-06-22 16:32:00,2.86625,Belgium,852.24,No,82,2,4.406719247264253,0.6931471805599453,6.7478681773029425
12394.0,552188,22629,SPACEBOY LUNCH BOX ,819,2011-05-06 14:01:00,3.3707407407407404,Belgium,1272.48,No,64,2,4.1588830833596715,0.6931471805599453,7.148723031208825
12397.0,561507,22617,BAKING SET SPACEBOY DESIGN,1263,2011-07-27 14:21:00,3.4682539682539684,Belgium,2409.9,No,36,2,3.58351893845611,0.6931471805599453,7.787340531847876
12398.0,572567,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1394,2011-10-25 10:27:00,1.992705882352941,Switzerland,1635.6599999999999,No,46,1,3.828641396489095,0.0,7.39980167160342
12399.0,547412,21212,PACK OF 72 RETROSPOT CAKE CASES,1178,2011-03-23 09:42:00,2.1145762711864404,Belgium,1108.65,No,119,4,4.77912349311153,1.3862943611198906,7.010898337899006
12405.0,559928,23241,TREASURE TIN GYMKHANA DESIGN,857,2011-07-14 08:52:00,3.5442592592592597,Finland,1710.39,No,149,1,5.003946305945459,0.0,7.444476693668095
12410.0,543180,22625,RED KITCHEN SCALES,211,2011-02-04 10:38:00,6.335384615384616,Switzerland,693.3299999999999,No,309,2,5.733341276897746,0.6931471805599453,6.541506076323389
12412.0,557889,23168,CLASSIC CAFE SUGAR DISPENSER,829,2011-06-23 13:51:00,2.7137704918032783,Denmark,1226.88,No,75,3,4.31748811353631,1.0986122886681098,7.112229640417225
12413.0,540365,22748,POPPY'S PLAYHOUSE KITCHEN,286,2011-01-06 16:12:00,4.798421052631579,France,758.1,No,67,3,4.204692619390966,1.0986122886681098,6.630815303062258
12414.0,543027,17003,BROCADE RING PURSE ,300,2011-02-02 14:51:00,8.57,Austria,562.41,No,217,3,5.37989735354046,1.0986122886681098,6.33223112127721
12418.0,563756,22547,MINI JIGSAW DINOSAUR ,407,2011-08-19 11:08:00,3.5644117647058824,Switzerland,668.58,No,113,1,4.727387818712341,0.0,6.5051560602870175
12422.0,541520,20728,LUNCH BAG CARS BLUE,370,2011-01-19 09:13:00,3.26025641025641,Australia,803.5600000000001,No,96,3,4.564348191467836,1.0986122886681098,6.689051855693949
12424.0,558536,22583,PACK OF 6 HANDBAG GIFT BOXES,740,2011-06-30 12:06:00,2.780666666666667,Australia,1760.96,No,163,2,5.093750200806762,0.6931471805599453,7.473614393871394
12425.0,567929,20723,STRAWBERRY CHARLOTTE BAG,496,2011-09-22 17:31:00,2.5644444444444443,Portugal,777.2,No,78,1,4.356708826689592,0.0,6.655697717503285
12434.0,547659,20665,RED RETROSPOT PURSE ,394,2011-03-24 13:05:00,3.6726,Australia,806.14,No,85,2,4.442651256490317,0.6931471805599453,6.692257424693476
12446.0,571035,21238,RED RETROSPOT CUP,351,2011-10-13 12:50:00,4.352631578947368,RSA,1002.3100000000001,No,58,1,4.060443010546419,0.0,6.910062615033829
12453.0,561627,22557,PLASTERS IN TIN VINTAGE PAISLEY ,473,2011-07-28 14:08:00,2.393255813953488,Austria,707.09,No,134,1,4.897839799950911,0.0,6.561157956238944
12454.0,571255,82494L,WOODEN FRAME ANTIQUE WHITE ,1006,2011-10-14 17:13:00,7.282,Spain,3528.34,No,56,1,4.02535169073515,0.0,8.168582784365297
12458.0,545084,21829,DINOSAUR KEYRINGS ASSORTED,506,2011-02-28 10:55:00,4.326315789473685,Switzerland,947.4,No,71,2,4.2626798770413155,0.6931471805599453,6.8537213904896515
12461.0,559372,84879,ASSORTED COLOUR BIRD ORNAMENT,287,2011-07-08 10:23:00,4.258857142857143,Switzerland,826.88,No,94,2,4.543294782270004,0.6931471805599453,6.717659581714128
12468.0,542371,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,366,2011-01-27 13:29:00,3.5149999999999997,Germany,729.5400000000001,No,188,2,5.236441962829949,0.6931471805599453,6.592414198536382
12493.0,554826,20725,LUNCH BAG RED RETROSPOT,207,2011-05-26 14:53:00,4.309090909090909,France,433.74,No,166,2,5.111987788356544,0.6931471805599453,6.072445276240261
12497.0,567298,22632,HAND WARMER RED RETROSPOT,1236,2011-09-19 12:29:00,2.06,Germany,1043.1,No,82,1,4.406719247264253,0.0,6.949952327681926
12501.0,540458,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1783,2011-01-07 12:28:00,2.4126845637583894,Germany,2169.39,No,337,1,5.820082930352362,0.0,7.682201301026026
12507.0,543822,22139,RETROSPOT TEA SET CERAMIC 11 PC ,894,2011-02-14 09:24:00,4.862857142857143,Spain,1304.81,No,134,3,4.897839799950911,1.0986122886681098,7.173812715287245
12510.0,541491,22652,TRAVEL SEWING KIT,353,2011-01-18 14:04:00,4.263333333333334,Spain,982.5699999999999,No,143,2,4.962844630259907,0.6931471805599453,6.89017158802482
12513.0,563753,20719,WOODLAND CHARLOTTE BAG,462,2011-08-19 10:51:00,2.180571428571428,France,612.29,No,113,1,4.727387818712341,0.0,6.417206026487077
12514.0,546875,21754,HOME BUILDING BLOCK WORD,440,2011-03-17 16:38:00,3.296862745098039,Italy,1017.68,No,267,1,5.58724865840025,0.0,6.925280805847955
12516.0,556469,21930,JUMBO STORAGE BAG SKULLS,875,2011-06-12 11:37:00,2.725769230769231,Germany,1312.06,No,78,2,4.356708826689592,0.6931471805599453,7.179353700165689
12527.0,541480,21249,WOODLAND  HEIGHT CHART STICKERS ,234,2011-01-18 12:05:00,2.9294444444444445,Germany,348.71000000000004,No,82,3,4.406719247264253,1.0986122886681098,5.85424063121706
12534.0,561911,22652,TRAVEL SEWING KIT,651,2011-08-01 10:26:00,3.035396825396825,Germany,1089.18,No,131,1,4.875197323201151,0.0,6.993180398530395
12535.0,555637,21485,RETROSPOT HEART HOT WATER BOTTLE,219,2011-06-06 12:47:00,4.451470588235294,France,716.35,No,92,2,4.5217885770490405,0.6931471805599453,6.574168874339382
12545.0,547790,21126,SET OF 6 GIRLS CELEBRATION CANDLES,523,2011-03-25 12:04:00,4.0238,Spain,1000.39,No,75,2,4.31748811353631,0.6931471805599453,6.908145202951904
12546.0,567968,22142,CHRISTMAS CRAFT WHITE FAIRY ,633,2011-09-23 09:44:00,3.199275362318841,Spain,1161.5,No,47,2,3.8501476017100584,0.6931471805599453,7.057467552210464
12550.0,567653,23203,JUMBO BAG VINTAGE DOILY ,569,2011-09-21 14:35:00,3.0903508771929826,Spain,964.83,No,79,1,4.3694478524670215,0.0,6.871951920016859
12556.0,559665,23065,LARGE DECO JEWELLERY STAND,355,2011-07-11 13:35:00,2.6860504201680673,Spain,599.56,No,50,2,3.912023005428146,0.6931471805599453,6.396196052862395
12559.0,541877,22897,OVEN MITT APPLES DESIGN,283,2011-01-24 10:12:00,3.5490476190476192,Germany,561.71,No,311,2,5.739792912179234,0.6931471805599453,6.330985702477653
12571.0,562894,22129,PARTY CONES CANDY TREE DECORATION,523,2011-08-10 12:35:00,1.3205882352941176,France,519.61,No,40,2,3.6888794541139363,0.6931471805599453,6.253078530184769
12582.0,544886,21238,RED RETROSPOT CUP,300,2011-02-24 11:42:00,5.2318181818181815,Finland,511.36,No,239,2,5.476463551931511,0.6931471805599453,6.237073843137855
12585.0,539957,22138,BAKING SET 9 PIECE RETROSPOT ,1279,2010-12-23 12:58:00,3.4639080459770115,Germany,2040.1,No,234,2,5.455321115357702,0.6931471805599453,7.620754105244684
12590.0,552978,85014B,RED RETROSPOT UMBRELLA,4283,2011-05-12 14:46:00,10.54735294117647,Germany,9864.26,No,211,2,5.351858133476067,0.6931471805599453,9.196673402972065
12592.0,552649,20719,WOODLAND CHARLOTTE BAG,290,2011-05-10 13:44:00,3.311111111111111,Germany,437.6,No,92,2,4.5217885770490405,0.6931471805599453,6.081305251107771
12593.0,551887,22382,LUNCH BAG SPACEBOY DESIGN ,206,2011-05-05 09:29:00,2.6523809523809527,France,418.09999999999997,No,109,3,4.6913478822291435,1.0986122886681098,6.035720638362519
12596.0,549682,84692,BOX OF 24 COCKTAIL PARASOLS,474,2011-04-11 13:22:00,4.405555555555556,Spain,618.27,No,51,2,3.9318256327243257,0.6931471805599453,6.426925255251526
12601.0,540769,22961,JAM MAKING SET PRINTED,245,2011-01-11 10:38:00,6.511071428571428,Germany,577.0600000000001,No,190,5,5.247024072160486,1.6094379124341003,6.3579462472370984
12607.0,570467,22551,PLASTERS IN TIN SPACEBOY,1228,2011-10-10 16:06:00,2.1577227722772276,USA,1579.51,No,60,1,4.0943445622221,0.0,7.364869951339541
12609.0,542128,21788,KIDS RAIN MAC BLUE,648,2011-01-25 15:13:00,3.5178333333333334,Germany,1126.85,No,78,3,4.356708826689592,1.0986122886681098,7.027181408464674
12611.0,571670,20750,RED RETROSPOT MINI CASES,846,2011-10-18 13:12:00,2.675076923076923,Italy,1193.32,No,52,1,3.9512437185814275,0.0,7.084494617479859
12612.0,568350,90160A,PURPLE BOUDICCA LARGE BRACELET,262,2011-09-26 15:35:00,4.4389473684210525,Germany,704.0400000000001,No,74,1,4.30406509320417,0.0,6.556835172725769
12616.0,544069,22554,PLASTERS IN TIN WOODLAND ANIMALS,284,2011-02-15 14:17:00,3.8203125,France,713.3,No,95,2,4.553876891600541,0.6931471805599453,6.5699020892839926
12624.0,556886,21094,SET/6 RED SPOTTY PAPER PLATES,355,2011-06-15 12:34:00,3.8721052631578945,France,641.13,No,106,2,4.663439094112067,0.6931471805599453,6.463232244470209
