CustomerID,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,Country,amount,Internal,recency,frequency,recency_log,frequency_log,amount_log
12350.0,543037,21908,CHOCOLATE THIS WAY METAL SIGN,197,2011-02-02 16:01:00,3.841176470588235,Norway,334.4,No,310,1,5.736572297479192,0.0,5.812337881210547
12353.0,553900,37449,CERAMIC CAKE STAND + HANGING CAKES,20,2011-05-19 17:47:00,6.074999999999999,Bahrain,89.0,No,204,1,5.318119993844216,0.0,4.48863636973214
12355.0,552449,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,240,2011-05-09 13:49:00,4.203846153846154,Bahrain,459.4,No,214,1,5.365976015021851,0.0,6.129921290254998
12361.0,545017,22630,DOLLY GIRL LUNCH BOX,91,2011-02-25 13:51:00,3.335,Belgium,189.9,No,287,1,5.659482215759621,0.0,5.24649761781824
12373.0,542887,20713,JUMBO BAG OWLS,197,2011-02-01 13:10:00,4.582142857142857,Austria,364.6,No,311,1,5.739792912179234,0.0,5.8988008622445625
12386.0,537676,22567,20 DOLLY PEGS RETROSPOT,354,2010-12-08 09:53:00,2.391,Australia,401.9,No,338,2,5.823045895483019,0.6931471805599453,5.9962033014551555
12401.0,543537,15056BL,EDWARDIAN PARASOL BLACK,11,2011-02-09 13:50:00,9.68,Belgium,84.3,No,303,1,5.713732805509369,0.0,4.4343818650078095
12402.0,541675,20712,JUMBO BAG WOODLAND ANIMALS,94,2011-01-20 13:49:00,3.290909090909091,Belgium,225.6,No,323,1,5.777652323222656,0.0,5.418763519623904
12426.0,554985,20665,RED RETROSPOT PURSE ,258,2011-05-29 12:26:00,3.9363333333333332,Germany,582.73,No,195,1,5.272999558563747,0.0,6.3677239572926005
12436.0,565124,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,211,2011-09-01 12:09:00,5.2675,Norway,509.01,No,100,1,4.605170185988092,0.0,6.232467662722958
12441.0,537693,22710,WRAP I LOVE LONDON ,121,2010-12-08 10:45:00,3.700909090909091,France,173.55,No,367,1,5.905361848054571,0.0,5.1564657423077955
12447.0,549559,20712,JUMBO BAG WOODLAND ANIMALS,190,2011-04-10 13:25:00,3.5742307692307693,Belgium,476.49,No,243,1,5.493061443340548,0.0,6.166446736515173
12450.0,557303,22922,FRIDGE MAGNETS US DINER ASSORTED,128,2011-06-19 14:36:00,1.6175,Spain,197.88,No,156,2,5.049856007249537,0.6931471805599453,5.287660786359508
12489.0,540463,POST,POSTAGE,105,2011-01-07 13:13:00,5.908,France,334.93,No,336,1,5.817111159963204,0.0,5.813921554767002
12506.0,550821,22841,ROUND CAKE TIN VINTAGE GREEN,23,2011-04-21 08:54:00,3.1956521739130435,France,73.5,No,233,1,5.4510384535657,0.0,4.297285406218791
12509.0,545181,47566,PARTY BUNTING,55,2011-02-28 14:45:00,5.564285714285715,France,176.5,No,284,1,5.648974238161206,0.0,5.173320876373351
12515.0,539752,22215,CAKE STAND WHITE TWO TIER LACE,131,2010-12-21 15:43:00,6.78125,Italy,383.7,No,353,1,5.8664680569332965,0.0,5.949860997252907
12521.0,560635,22350,ILLUSTRATED CAT BOWL ,309,2011-07-20 10:51:00,2.995789473684211,Germany,599.68,No,143,1,4.962844630259907,0.0,6.396396179610003
12547.0,545647,22128,PARTY CONES CANDY ASSORTED,134,2011-03-04 12:46:00,7.95,Spain,207.79999999999998,No,198,2,5.288267030694535,0.6931471805599453,5.336576078665127
12548.0,558108,21210,SET OF 72 RETROSPOT PAPER  DOILIES,49,2011-06-26 15:35:00,6.720000000000001,Spain,95.19999999999999,No,166,1,5.111987788356544,0.0,4.55597994179732
12551.0,539351,85099C,JUMBO  BAG BAROQUE BLACK WHITE,100,2010-12-17 11:23:00,1.6800000000000002,Spain,168.0,No,358,1,5.8805329864007,0.0,5.123963979403259
12561.0,543587,22212,FOUR HOOK  WHITE LOVEBIRDS,177,2011-02-10 11:39:00,2.964375,Germany,238.85,No,303,1,5.713732805509369,0.0,5.475835739835971
12564.0,547520,22631,CIRCUS PARADE LUNCH BOX ,133,2011-03-23 14:55:00,5.576190476190476,France,456.9,No,261,1,5.564520407322694,0.0,6.124464548569226
12565.0,544838,22915,ASSORTED BOTTLE TOP  MAGNETS ,80,2011-02-24 10:34:00,2.351111111111111,Saudi Arabia,145.92,No,289,1,5.666426688112432,0.0,4.983058526326021
12573.0,551163,21749,LARGE RED RETROSPOT WINDMILL,84,2011-04-26 15:52:00,2.0964285714285715,France,160.54000000000002,No,227,1,5.424950017481403,0.0,5.078543132703431
12574.0,542425,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,61,2011-01-28 09:20:00,5.2,France,218.45,No,316,1,5.755742213586912,0.0,5.386557155397445
12580.0,549193,22554,PLASTERS IN TIN WOODLAND ANIMALS,238,2011-04-07 10:24:00,2.6075,Germany,415.7,No,247,1,5.5093883366279774,0.0,6.029963846258592
12591.0,542238,47580,TEA TIME DES TEA COSY,228,2011-01-26 14:35:00,3.7807692307692307,Italy,452.84999999999997,No,317,1,5.75890177387728,0.0,6.115560944820958
12614.0,545718,21360,JOY LARGE WOOD LETTERS,76,2011-03-07 10:22:00,5.61,Germany,315.6,No,278,1,5.627621113690637,0.0,5.75447558897172
12622.0,550960,23201,JUMBO BAG ALPHABET,69,2011-04-21 16:39:00,5.739090909090909,Germany,180.1,No,232,1,5.44673737166631,0.0,5.19351225218191
12623.0,545994,22898,CHILDRENS APRON APPLES DESIGN,191,2011-03-08 13:50:00,2.628888888888889,Germany,305.1,No,276,1,5.62040086571715,0.0,5.720639591722624
12639.0,550277,22563,HAPPY STENCIL CRAFT,201,2011-04-15 12:48:00,4.918181818181818,Sweden,486.1,No,239,1,5.476463551931511,0.0,6.1864143640514095
12641.0,563443,22325,MOBILE VINTAGE HEARTS ,72,2011-08-16 13:26:00,6.964999999999999,Sweden,185.9,No,115,1,4.74493212836325,0.0,5.225208894727398
12644.0,562045,23198,PANTRY MAGNETIC  SHOPPING LIST,325,2011-08-02 10:33:00,2.8045161290322578,Germany,477.91,No,130,1,4.867534450455582,0.0,6.169422430244873
12648.0,559421,22962,JAM JAR WITH PINK LID,160,2011-07-08 11:55:00,3.1723809523809527,Germany,318.05,No,155,1,5.043425116919247,0.0,5.762208603124813
12651.0,540521,21881,CUTE CATS TAPE,78,2011-01-09 12:46:00,2.244444444444445,France,114.0,No,335,1,5.814130531825066,0.0,4.736198448394496
12665.0,541517,21232,STRAWBERRY CERAMIC TRINKET BOX,37,2011-01-19 08:34:00,6.833333333333333,Germany,63.0,No,325,1,5.783825182329737,0.0,4.143134726391533
12672.0,541121,85099B,JUMBO BAG RED RETROSPOT,78,2011-01-14 09:20:00,3.79,France,225.89999999999998,No,330,1,5.799092654460526,0.0,5.420092423473958
12686.0,536852,22549,PICTURE DOMINOES,107,2010-12-03 09:51:00,3.2585714285714285,France,89.14,No,372,1,5.918893854273146,0.0,4.49020816751841
12690.0,553566,23084,RABBIT NIGHT LIGHT,106,2011-05-18 09:09:00,5.5268749999999995,France,389.01,No,206,1,5.327876168789581,0.0,5.963605050228902
12707.0,544470,22514,CHILDS GARDEN SPADE BLUE,256,2011-02-21 08:38:00,3.236666666666667,France,603.42,No,292,1,5.676753802268282,0.0,6.402613471684444
