InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536371,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,80,12/1/2010 9:00,2.55,13748.0,United Kingdom
536374,21258,VICTORIAN SEWING BOX LARGE,32,12/1/2010 9:09,10.95,15100.0,United Kingdom
536385,22783,SET 3 WICKER OVAL BASKETS W LIDS,1,12/1/2010 9:56,19.95,17420.0,United Kingdom
536385,22961,JAM MAKING SET PRINTED,12,12/1/2010 9:56,1.45,17420.0,United Kingdom
536385,22960,JAM MAKING SET WITH JARS,6,12/1/2010 9:56,4.25,17420.0,United Kingdom
536385,22663,JUMBO BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.95,17420.0,United Kingdom
536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/2010 9:56,1.25,17420.0,United Kingdom
536385,22168,ORGANISER WOOD ANTIQUE WHITE ,2,12/1/2010 9:56,8.5,17420.0,United Kingdom
536385,22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.65,17420.0,United Kingdom
536405,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,128,12/1/2010 11:32,2.55,14045.0,United Kingdom
536423,22619,SET OF 6 SOLDIER SKITTLES,4,12/1/2010 12:08,3.75,18085.0,United Kingdom
536423,21481,FAWN BLUE HOT WATER BOTTLE,6,12/1/2010 12:08,2.95,18085.0,United Kingdom
536423,22632,HAND WARMER RED RETROSPOT,12,12/1/2010 12:08,2.1,18085.0,United Kingdom
536423,22837,HOT WATER BOTTLE BABUSHKA ,8,12/1/2010 12:08,4.65,18085.0,United Kingdom
536423,21479,WHITE SKULL HOT WATER BOTTLE ,8,12/1/2010 12:08,3.75,18085.0,United Kingdom
536423,21485,RETROSPOT HEART HOT WATER BOTTLE,8,12/1/2010 12:08,4.95,18085.0,United Kingdom
536423,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,12/1/2010 12:08,3.75,18085.0,United Kingdom
